Trace
Swept SA
A.07.06,N9010A
5868000000,-34.178350711376
5872000000,-34.3380915374677
5876000000,-34.5301695700535
5880000000,-34.7222476026394
5884000000,-34.7477237329668
5888000000,-34.743802402845
5892000000,-35.0279761851255
5896000000,-35.2886319990467
5900000000,-35.3082286372843
5904000000,-35.548306228891
5908000000,-35.5532041369039
5912000000,-35.6609931564892
5916000000,-35.8011193825685
5920000000,-35.8501134812553
5924000000,-36.0196371677839
5928000000,-36.018655583707
5932000000,-36.3557447947962
5936000000,-36.0997402413223
5940000000,-36.1685776258124
5944000000,-36.2089159633744
5948000000,-36.2602858439267
5952000000,-36.4351250583657
5956000000,-36.7687105592305
5960000000,-36.7554060267945
5964000000,-36.7854627485212
5968000000,-36.7023392475183
5972000000,-36.5567461430608
5976000000,-36.6198750077928
5980000000,-36.8535091431302
5984000000,-36.8402046106942
5988000000,-36.5064677593618
5992000000,-36.7430416407441
5996000000,-37.0031334904859
6000000000,-37.2014906732843
